Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,,,,,,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: year=2011-2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACILITY,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY,COUNTY,STATE,ZIP CODE,PARENT COMPANIES,SUBPARTS,"TOTAL REPORTED EMISSIONS, 2011","TOTAL REPORTED EMISSIONS, 2012","TOTAL REPORTED EMISSIONS, 2013","TOTAL REPORTED EMISSIONS, 2014","TOTAL REPORTED EMISSIONS, 2015","TOTAL REPORTED EMISSIONS, 2016","TOTAL REPORTED EMISSIONS, 2017","TOTAL REPORTED EMISSIONS, 2018","TOTAL REPORTED EMISSIONS, 2019","TOTAL REPORTED EMISSIONS, 2020","TOTAL REPORTED EMISSIONS, 2021","TOTAL REPORTED EMISSIONS, 2022","TOTAL REPORTED EMISSIONS, 2023",CHANGE IN EMISSIONS (2022 TO 2023),CHANGE IN EMISSIONS (2011 TO 2023),SECTORS,
"GWF POWER SYSTEMS, L.P. (Site 2)",1003644,1600 LOVERIDGE ROAD,38.01585,-121.86027,PITTSBURG,CONTRA COSTA COUNTY,CA,94565,"GWF Power Systems, L.P. (100%);",,"190,606","24,296",0,0,0,0,0,0,0,0,0,0,0,0,0,Power Plants,
Gadsby,1006811,1407 WEST NORTH TEMPLE REAR,40.7686,-111.9289,SALT LAKE CITY,Salt Lake,UT,84104,BERKSHIRE HATHAWAY INC (100%),"C,D","137,697","169,536","271,249","265,498","115,329","105,065","80,081","56,228","124,601","107,079","82,280","114,696","206,574","91,878","68,876",Power Plants,
Gadsden,1007423,1000 GOODYEAR AVE,34.0128,-85.9708,GADSDEN,Etowah,AL,35903,THE SOUTHERN CO (100%),,"330,578","199,001","193,075","384,923","283,835","149,053","178,038","180,550","160,701","50,819","8,506","6,664",0,0,0,Power Plants,
Gaines County Crossover Compressor Station,1013886,481 County Road 106,32.75497,-102.52418,Seminole,GAINES COUNTY,TX,79360,BERKSHIRE HATHAWAY INC (100%),"C,W",0,0,0,0,0,0,0,0,0,"31,904","32,278","37,438","29,806","7,632",0,Petroleum and Natural Gas Systems,
"Gainesville Regional Utilities, South Energy Center",1002404,1390 SW 14th Ave,29.63791,-82.34004,Gainesville,ALACHUA COUNTY,FL,32608,CITY OF GAINESVILLE FLORIDA (100%),C,"20,627","21,379","19,466","19,647","19,529",0,0,0,0,0,0,"25,874","24,895",979,"4,267",Power Plants,
Galaxy Compressor Station,1013196,,41.093423,-79.759652,Parker,BUTLER COUNTY,PA,16049,ENERGY TRANSFER LP (100%),"C,W",0,0,0,0,0,0,0,0,0,0,"37,645","35,782","48,032","12,250",0,Petroleum and Natural Gas Systems,
Galena Park Terminal,1008185,906 Clinton Dr.,29.7263,-95.2319,Galena Park,HARRIS COUNTY,TX,77547,KINDER MORGAN INC (100%),C,0,"26,247","34,250","32,536","37,251","34,704","35,779","35,550","39,241","27,507","34,164","32,842","33,583",741,0,Other,
Galena Park Terminal,1004454,12510 American Petroleum Rd,29.74133721,-95.21040211,Galena Park,,TX,77547,TARGA RESOURCES CORP (100%),"C,MM",0,0,0,0,0,0,0,"2,253","2,418","3,569","4,638","4,290","6,181","1,891",0,Petroleum and Natural Gas Systems,
Gallatin,1007790,1499 STEAM PLANT RD,36.3156,-86.4006,GALLATIN,Sumner,TN,37066,US GOVERNMENT (%),"C,D","7,249,904","6,638,663","6,730,239","5,985,308","4,325,830","5,890,529","5,647,015","5,544,576","4,565,075","2,611,370","4,276,208","4,717,236","4,208,774","508,462","3,041,130",Power Plants,
Galveston Bay Refinery,1005585,2401 5TH AVE S IN TEXAS CITY,29.3775,-94.9328,TEXAS CITY,GALVESTON COUNTY,TX,77592,MARATHON PETROLEUM CORP (100%),"C,D,DD,MM,Y","7,079,397","7,276,498","7,296,912","7,229,060","7,192,878","7,195,194","7,115,795","6,973,092","7,655,594","6,558,090","6,784,776","7,444,122","6,640,866","803,256","438,531","Power Plants, Refineries, Other",
Galveston Crude Processing Unit,1014593,4800 Old Port Industrial Road,29.29922574,-94.83013535,Galveston,,TX,77554,TEXAS INTERNATIONAL REFINING CO LLC (100%),"C,MM,Y",0,0,0,0,0,0,0,0,0,0,0,"65,358","59,783","5,574",0,Refineries,
"Gans Energy, LLC",1007454,581 GANS ROAD,39.7475,-79.8388,GANS,Fayette,PA,15451,"LS Power Development, LLC (100%)",D,0,"17,994",0,0,0,0,0,0,0,0,0,0,0,0,0,Power Plants,
Gans Generating Facility,1007454,581 GANS ROAD,39.7475,-79.8388,Lake Lynn,Fayette,PA,15451,"LS Power Development, LLC (100%)",D,0,0,"15,841","27,441","20,536","28,813","44,410","84,585","90,993","108,659","95,431","77,002","71,022","5,980",0,Power Plants,
Garden Banks 260 A,1010020,,27.73335,-91.99361,Offshore,,LA,0,HESS CORP (100%),"C,W",0,"29,331","27,179","54,718","31,533","28,720","20,817","23,661","31,862","23,419","24,084","19,439","16,276","3,163",0,Petroleum and Natural Gas Systems,
Garden Banks 72,1011728,,27.8892,-92.5539,Offshore,,LA,0,GENESIS ENERGY LP (100%),,"32,595","37,543","42,771","41,980","21,509","22,044","19,879","46,750","23,205","9,997","2,864","2,239",0,0,0,Petroleum and Natural Gas Systems,
Garden City,1001586,2075 W SAINT JOHN ST,37.9703,-100.8956,GARDEN CITY,Finney,KS,67846,SUNFLOWER ELECTRIC POWER CORP (100%),"C,D","50,137","84,507","40,483","29,729","73,420","5,709","30,782","30,811","54,400","9,111","12,232","24,855","57,453","32,599","7,316",Power Plants,
Garden City Compressor Station,1013398,5001 Highway 3,32.253125,-101.476358,Big Spring,,TX,79721,ENTERPRISE PRODUCTS PARTNERS LP (100%),"C,W",0,0,0,0,0,0,0,"47,101","63,317","59,639","29,424","48,389","59,239","10,850",0,Petroleum and Natural Gas Systems,
Garnet Valley Facility,1002101,11401 I15,35.99,-115.09,LAS VEGAS,CLARK COUNTY,NV,89165,BONNEVILLE NEVADA CORP (50%); NSG NEW NEVADA HOLDINGS LLC (50%),C,"344,486","340,481","357,365","354,581","350,275","348,996","334,286","354,868","347,861","356,531","356,423","358,194","214,311","143,883","130,175",Power Plants,
Garrison Energy Center,1012065,"450 Garrison, Oak Dr",39.182358,-75.503347,Dover,KENT COUNTY,DE,19901,EDGEWATER GENERATION HOLDINGS LLC (100%),D,0,0,0,0,"102,627","593,504","667,574","508,509","650,485","598,012","422,010","482,707","322,457","160,250",0,Power Plants,
Gary,1004383,,32.04055556,-94.3325,Gary City,PANOLA,TX,75643,MARATHON PETROLEUM CO LP (100%),,"28,228","23,737","28,076","24,538","29,310",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Gary Sanitary Closed Landfill,1005478,1900  Burr St,41.5837,-87.4089,Gary,LAKE COUNTY,IN,46402,CITY OF GARY INDIANA (100%),HH,"11,591",0,"30,609","7,055","28,941","27,338","25,823","24,392","31,902","21,764","20,558","19,419","18,343","1,076","6,753",Waste,
Garyville Refinery,1003043,155 Sugarcane Road,30.06132,-90.59353,Garyville,ST. JOHN THE BAPTIST PARISH,LA,70051,MARATHON PETROLEUM CORP (100%),"C,MM,Y","3,914,481","3,958,139","3,946,970","3,958,037","3,978,498","3,807,983","4,060,112","4,127,346","4,065,911","3,881,805","4,034,489","3,837,434","4,207,065","369,632","292,585",Refineries,
Gas Transmission Northwest - Madras,1013942,,44.4388,-121.0357,MADRAS,JEFFERSON COUNTY,OR,97741,TRANSCANADA PIPELINE USA LTD (100%),"C,W",0,0,0,0,0,0,0,0,0,"36,642","66,286","44,354","41,730","2,623",0,Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline (Eastport Compressor Station),1013313,237 Samuels Road,48.429281,-116.490682,Sandpoint,BONNER COUNTY,ID,83864,TRANSCANADA PIPELINE USA LTD (100%),"C,W",0,0,0,0,0,0,0,"43,621","53,010","66,271","93,075","81,788","85,670","3,882",0,Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Athol CS#5,1004781,2244 EAST SEASONS ROAD,47.9186,-116.75583,ATHOL,KOOTENAI COUNTY,ID,83801,TRANSCANADA PIPELINE USA LTD (100%),"C,W","30,187","59,983","70,775","34,153","87,997","93,136","92,888","107,401","101,863","74,004","63,997","120,237","138,500","18,263","108,313",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Bend CS#12,1005013,55640 S. Highway 97,43.82199,-121.42731,BEND,DESCHUTES COUNTY,OR,97701,TRANSCANADA PIPELINE USA LTD (100%),"C,W","71,473","72,260","60,167","53,848","59,347","64,028","60,935","68,747","63,224","60,961","68,456","74,173","96,482","22,308","25,009",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Bonanza CS#14,1004780,,42.173981,-121.439297,BONANZA,KLAMATH COUNTY,OR,97623,TRANSCANADA PIPELINE USA LTD (100%),"C,W","57,650","48,141","48,611","52,746","59,591","59,122","52,414","66,057","54,843","64,842","47,567","59,322","68,114","8,792","10,464",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Chemult CS#13,1004783,,43.082157,-121.828345,CHEMULT,KLAMATH COUNTY,OR,97731,TRANSCANADA PIPELINE USA LTD (100%),"C,W","17,502","13,032","12,549","4,324",0,0,0,"33,827","22,400","39,020","82,104","81,657","65,717","15,941","48,215",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Ione CS#9,1004782,,45.48928,-119.848917,IONE,MORROW COUNTY,OR,97843,TRANSCANADA PIPELINE USA LTD (100%),"C,W","19,731","8,667","9,395","1,824",0,0,"63,016","27,554","48,824","36,836","49,605","37,658","41,938","4,280","22,207",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Kent CS#10,1004778,,45.12835,-120.614184,KENT,SHERMAN COUNTY,OR,97033,TRANSCANADA PIPELINE USA LTD (100%),"C,W","68,051","59,323","50,221","50,629","58,406","57,537","54,264","67,816","101,951","73,611","56,988","100,530","105,946","5,416","37,896",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Rosalia CS#6,1004773,EAST 315 BABB ROAD,47.277262,-117.406708,ROSALIA,SPOKANE COUNTY,WA,99170,TRANSCANADA PIPELINE USA LTD (100%),"C,W","72,380","75,509","86,778","75,084","84,805","112,620","107,045","111,687","105,918","100,383","75,387","109,027","113,467","4,440","41,087",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Sandpoint CS#4,1005008,237 SAMUELS ROAD,48.429281,-116.490682,SANDPOINT,BONNER COUNTY,ID,83864,TRANSCANADA PIPELINE USA LTD (100%),"C,W","86,089","83,603","99,192","87,650","98,425","115,832","107,547","104,217","116,665","115,749","97,061","113,436","111,439","1,997","25,350",Petroleum and Natural Gas Systems,
Gas Transmission Northwest Pipeline Wallula CS#8,1004775,638 LAMBDIN RD,46.053153,-118.843934,WALLULA,WALLA WALLA COUNTY,WA,99363,TRANSCANADA PIPELINE USA LTD (100%),"C,W","75,896","88,029","100,354","81,465","111,325","120,375","161,511","127,685","121,132","135,773","136,751","127,135","133,440","6,304","57,543",Petroleum and Natural Gas Systems,
"Gas Transmission Northwest Starbuck Sta.#7 (Starbuck, WA)",1012641,Lyons Ferry Road,46.5185845,-118.1273778,Starbuck,,WA,99359,TRANSCANADA PIPELINE USA LTD (100%),"C,W",0,0,0,0,0,0,"41,961","64,228","72,189","75,097","90,620","121,514","133,778","12,264",0,Petroleum and Natural Gas Systems,
Gasco Energy Uintah Basin Operations,1008109,10569 South Pariette Road,40.148054,-110.095743,Myton,DUCHESNE,UT,84052,"Gasco Energy, Inc. (100%);",,"44,624","61,089","39,166","65,301",0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Gateway Gathering Station,1013368,,31.931,-103.6267,Mentone,LOVING COUNTY,TX,79754,ROSEMORE INC (100%),W,0,0,0,0,0,0,0,"49,462","78,043","68,197","68,054","72,868","96,039","23,170",0,Petroleum and Natural Gas Systems,
Gateway Mine,1001683,13101 11 Zeigler Road,38.155721,-89.618035,Coulterville,RANDOLPH COUNTY,IL,62237,PEABODY ENERGY CORP (100%),,"32,369","84,714","29,809","55,853","33,417","2,773",0,0,0,0,0,0,0,0,0,Other,
Gateway North Mine,1011886,12968 State Route 13,38.18306,-89.622481,Coulterville,RANDOLPH COUNTY,IL,62237,PEABODY ENERGY CORP (100%),"C,FF",0,0,0,0,"1,192","8,898","19,154","19,375","26,748","33,883","44,740","42,550","16,290","26,259",0,Other,
Gateway/Heim Gas Plant,1013787,20601 TX-137,31.644859,-101.63231,Garden City,REAGAN COUNTY,TX,79739,TARGA RESOURCES CORP (100%),"C,W",0,0,0,0,0,0,0,0,0,"59,733","160,719","192,423","161,066","31,357",0,Petroleum and Natural Gas Systems,
Gator Gas Processing Plant,1003245,3135 HWY 82,29.765806,-92.958917,GRAND CHENIER,CAMERON PARISH,LA,70643,KINETICA PARTNERS LLC (100%),,"29,978","35,941","19,864","3,904","7,838","25,547","204,538","54,009","61,207",0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Gaylord Generating Station,1013559,2700 Millbocker Road,45.0045,-84.7217,Gaylord,OTSEGO COUNTY,MI,49735,WOLVERINE POWER SUPPLY COOPERATIVE INC (100%),C,0,0,0,0,0,0,0,0,"47,009","16,195","18,661","35,503","7,801","27,702",0,Power Plants,
Geisinger Medical Center,1010663,100 North Academy Avenue,40.96576,-76.60366,Danville,MONTOUR COUNTY,PA,17822,GEISINGER HEALTH (100%),C,0,"27,582","29,753","34,671","35,916","35,270","35,215","35,111","35,761","35,514","35,384","33,731","30,901","2,830",0,Other,
"Gemini Arklatex, LLC",1013745,"1221 McKinney Street, Suite 3175",29.75565,-95.36273,Houston,HARRIS COUNTY,TX,77010,TRACE MIDSTREAM PARTNERS LLC (100%),,0,0,0,0,0,0,0,0,"32,652","81,389","89,371",0,0,0,0,Petroleum and Natural Gas Systems,
Gen J M Gavin,1001194,OHIO ROUTE 7,38.9347,-82.1158,CHESHIRE,Gallia,OH,45620,LIGHTSTONE GENERATION LLC (100%),"C,D","17,655,108","16,638,658","14,418,485","15,573,619","13,823,194","13,297,687","14,144,700","14,472,667","13,044,750","13,788,223","13,478,316","11,298,607","13,451,174","2,152,568","4,203,934",Power Plants,
General Cable,1011746,1600 West Main Street,41.72295,-72.23935,Willimantic,WINDHAM COUNTY,CT,6226,GENERAL CABLE CORP (100%),,0,0,0,"31,586","15,534","10,307","4,225",0,0,0,0,0,0,0,0,Other,
General Electric Aviation,1001200,1000 WESTERN AVE,42.45,-70.9739,LYNN,Essex,MA,1910,GENERAL ELECTRIC CO (100%),C,"96,401","107,350","92,524","83,730","93,330","91,357","90,927","91,035","92,708","42,323","27,572","27,500","27,001",499,"69,400",Other,
General Motors Components Holdings LLC,1010579,2100 E. Lincoln Road,40.45534,-86.10347,Kokomo,HOWARD COUNTY,IN,46902,GENERAL MOTORS LLC (100%),,"32,088","31,358","20,914","18,226","13,877","22,452","18,568",0,0,0,0,0,0,0,0,Other,
General Motors LLC Orion Assembly,1010554,4555 Giddings Road,42.7158,-83.2607,Lake Orion,OAKLAND COUNTY,MI,48359,GENERAL MOTORS LLC (100%),C,0,"23,885","24,273","28,963","31,934","26,235","22,960","25,540","21,824","18,597","18,259","23,231","26,811","3,580",0,Other,
General Motors LLC Wentzville,1004317,1500 East Route A,38.813792,-90.820376,Wentzville,ST. CHARLES COUNTY,MO,63385,GENERAL MOTORS CO (100%),C,"112,839","126,568","114,139","96,275","85,606","88,923","84,804","81,561","86,185","69,319","64,519","76,882","69,169","7,713","43,670",Other,
General Motors Spring Hill Manufacturing,1010968,100 Saturn Parkway,35.739372,-86.96301,Spring Hill,MAURY COUNTY,TN,37174,GENERAL MOTORS CO (100%),C,0,0,"31,635","34,372","22,034","34,596","38,096","39,594","36,255","33,434","29,733","45,950","50,455","4,504",0,Other,
Genesis Alkali Granger,1004452,956 County Road 11,41.59206,-109.96818,Granger,SWEETWATER COUNTY,WY,82934,GENESIS ENERGY LP (100%),C,"188,330","370,252","403,023","401,914","417,604","431,793","417,746","404,988","417,527","101,818",0,"6,376","207,515","201,139","19,186",Other,
Genesis Alkali Westvaco,1006324,580 Westvaco Road,41.603467,-109.847971,GREEN RIVER,SWEETWATER COUNTY,WY,82935,GENESIS ENERGY LP (100%),"C,CC,S","1,845,347","1,844,951","1,953,316","2,070,579","1,930,679","1,903,786","1,915,939","1,952,927","1,824,295","1,600,026","1,900,976","1,984,817","1,824,844","159,973","20,503",Minerals,
Genesis Mine,1007168,175 Matanzas Road,37.420357,-87.032443,Centertown,OHIO COUNTY,KY,42328,AMERICAN CONSOLIDATED NATURAL RESOURCES INC (100%),,0,"53,899","65,390","125,023","83,915","82,137","91,530","60,390","68,474","34,192","2,595",0,0,0,0,Other,
Geneva Energy LLC,1006422,1705 Cottage Grove,41.5001,-87.5958,Ford Heights,Cook,IL,60411,"Geneva Energy, LLC (100%);",,"27,458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Power Plants,
Genoa,1005775,S4651 State Road 35,43.5592,-91.2333,Genoa,Vernon,WI,54632,DAIRYLAND POWER COOPERATIVE (100%),,"887,818","954,051","1,440,176","1,500,620","1,407,640","966,173","1,523,600","1,767,497","1,256,785","1,009,241","425,860",0,0,0,0,Power Plants,
"GeoResources, Inc. 220 Gulf Coast Basin",1010667,"1000 Louisiana Street, Suite 6700",29.7583,-95.36808,Houston,HARRIS COUNTY,TX,77002,Halcon Resources Corporation (100%);,,"134,906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
GeoSouthern Energy Corporation,1009848,5416 HWY 290 West,30.18117,-96.47723,Brenham,,TX,77833,GEOSOUTHERN ENERGY CORP (100%),W,"260,843","234,015","329,663","35,170","42,327","34,566","44,076","55,950","67,449","57,667","98,621","102,823","109,450","6,626","151,393",Petroleum and Natural Gas Systems,
George Bush Intercontinental Airport,1012957,2800 North Terminal Road,29.987323,-95.34875,Houston,HARRIS COUNTY,TX,77032,CITY OF HOUSTON TEXAS (100%),C,0,0,0,0,0,0,"25,271","21,014","23,398","23,497","20,628","26,067","24,830","1,237",0,Other,
George Neal North,1001612,1151   260th ST,42.3251,-96.3797,SERGEANT BLUFF,Woodbury,IA,51054,BERKSHIRE HATHAWAY INC (84.82%); ALLIANT ENERGY CORP (15.18%),"C,D","5,772,491","4,235,509","3,741,467","3,428,898","2,547,296","1,890,498","2,332,722","2,429,592","1,722,781","934,518","1,829,924","733,698","1,322,337","588,640","4,450,154",Power Plants,
George Neal South,1001117,2761 PORT NEAL CIRCLE,42.3022,-96.3622,SALIX,Woodbury,IA,51052,CORN BELT POWER COOPERATIVE (9.03%); NORTHWESTERN CORP (8.68%); BERKSHIRE HATHAWAY INC (40.57%); NORTHWEST IOWA POWER COOPERATIVE (4.86%); ALLIANT ENERGY CORP (25.7%); ALGONA MUNICIPAL UTILITIES (2.94%); CITY OF WEBSTER CITY IOWA (2.6%); MUNICIPAL ELECTRIC UTILITY OF THE CITY OF CEDAR FALLS IOWA (2.5%); SPENCER MUNICIPAL UTILITIES (1.22%),"C,D","4,099,769","4,291,920","3,134,536","4,225,070","4,114,126","2,647,669","2,335,561","3,009,416","1,462,769","684,518","1,428,649","1,022,840","963,695","59,145","3,136,074",Power Plants,
Georgetown County Landfill,1003528,201 Landfill Road,33.45326,-79.31388,Georgetown,GEORGETOWN COUNTY,SC,29440,COUNTY OF GEORGETOWN SOUTH CAROLINA (100%),HH,0,"26,258","26,564","33,341","33,875","45,132","41,165","67,400","60,430","62,890","65,479","67,595","68,978","1,384",0,Waste,
Georgetown Facility,1004585,2007 Pennyroyal Road,33.336783,-79.348333,Georgetown,GEORGETOWN COUNTY,SC,29440,EAGLE MATERIALS INC (100%),C,"43,504","43,606","51,552","55,875","55,373","67,584","69,485","67,640","72,584","78,241","81,880","87,985","90,035","2,050","46,531",Minerals,
Georgetown Substation,1001144,8198 GEORGETOWN ROAD,39.9022,-86.2439,INDIANAPOLIS,Marion,IN,46268,AES CORP (50%); INDIANA MUNICIPAL POWER AGENCY (50%),"C,D","61,702","112,036","82,556","19,833","88,349","148,512","106,974","160,841","81,531","155,624","216,034","167,526","226,228","58,702","164,526",Power Plants,
Georgetown University,1014675,3700 O St NW,38.90666,-77.07332,Washington,DISTRICT OF COLUMBIA,DC,20057,GEORGETOWN UNIVERSITY (100%),C,0,0,0,0,0,0,0,0,0,0,0,"41,908","42,166",258,0,Other,
"Georgia Pacific Gypsum, LLC",1014846,11401 Hwy 91,36.34456065,-114.9213921,Las Vegas,,NV,89165,KOCH INDUSTRIES INC (100%),C,0,0,0,0,0,0,0,0,0,0,0,0,"36,278",0,0,Minerals,
Georgia Pacific Muskogee LLC,1001913,4901 CHANDLER RD.,35.740513,-95.29743,MUSKOGEE,MUSKOGEE COUNTY,OK,74403,KOCH INDUSTRIES INC (100%),"C,TT",0,0,0,0,"974,018","997,332","925,492","836,007","718,474","641,622","572,779","638,887","571,974","66,913",0,"Pulp and Paper, Waste",
Georgia Pacific Plywood,1013225,105 SCR 25,31.841273,-89.469523,Taylorsville,SMITH COUNTY,MS,39168,KOCH INDUSTRIES INC (100%),C,0,0,0,0,0,0,0,"50,520","56,894","64,760","68,663","63,117","65,761","2,644",0,Other,
Georgia Pacific Wood Products LLC,1013002,12995 NE SR 65,30.438913,-84.770778,Hosford,LIBERTY COUNTY,FL,32334,KOCH INDUSTRIES INC (100%),C,0,0,0,0,0,0,"25,303","26,024","29,519","42,492","42,374","42,773","46,064","3,291",0,Other,
Georgia Transmission Corporation,1009791,2100 East Exchange Place,33.844,-84.24219,Tucker,DEKALB,GA,30084,GEORGIA TRANSMISSION CORP (100%),,"201,525","5,449","4,628","2,280","4,767","6,261",0,0,0,0,0,0,0,0,0,Other,
Georgia-Pacific Broadway LLC,1009541,,44.5059334,-88.1299374,Green Bay,BROWN COUNTY,WI,54307,KOCH INDUSTRIES INC (100%),TT,0,0,0,0,"129,517","126,272","161,879","157,976","154,685","150,949","146,245","142,894","140,472","2,422",0,Waste,
Georgia-Pacific Consumer Operations LLC,1009541,,44.5059334,-88.1299374,Green Bay,BROWN COUNTY,WI,54307,KOCH INDUSTRIES INC (100%),TT,"280,970","274,585","135,744","132,915",0,0,0,0,0,0,0,0,0,0,0,Waste,
Georgia-Pacific Gurdon Plywood/Lumber,1013055,#1 GP Ln,33.8905971,-93.1378173,Gurdon,,AR,71743,KOCH INDUSTRIES INC (100%),C,0,0,0,0,0,0,"27,235","27,342","27,714","32,802","32,359","33,789","29,243","4,545",0,Other,
Georgia-Pacific Gypsum,1001974,170 Shattuck Way,43.101421,-70.80188,Newington,ROCKINGHAM COUNTY,NH,3801,KOCH INDUSTRIES INC (100%),C,"41,860","40,728","45,220","46,987","34,255","49,528","47,963","48,821","49,632","48,469","50,533","63,402","68,769","5,366","26,908",Minerals,
Georgia-Pacific Gypsum LLC,1011090,801 Minaker Drive,38.0134,-121.79162,Antioch,CONTRA COSTA COUNTY,CA,94509,KOCH INDUSTRIES INC (100%),C,0,0,"32,740","34,451","40,251","38,934","39,772","45,356","41,767","41,707","37,215","37,550","36,578",972,0,Minerals,
Georgia-Pacific Gypsum LLC - Cumberland,1002579,150 TEMPLE DRIVE,36.38343,-87.64893,CUMBERLAND CITY,STEWART COUNTY,TN,37050,KOCH INDUSTRIES INC (100%),C,"70,558","71,413","62,833","77,044","85,410","90,927","85,083","86,173","88,187","88,909","88,649","88,274","92,314","4,040","21,756",Minerals,
Georgia-Pacific Gypsum LLC - Fletcher,1002390,16850 NE 135th Street,34.84003,-98.23016,FLETCHER,COMANCHE COUNTY,OK,73541,KOCH INDUSTRIES INC (100%),C,"46,174","40,576","38,520","41,354","44,689","48,295","46,108","44,677","45,078","48,061","43,411","38,406","45,177","6,771",997,Minerals,
Georgia-Pacific Gypsum LLC - Fort Dodge,1011952,2374 Mill Road,42.456814,-94.176872,Fort Dodge,WEBSTER COUNTY,IA,50501,KOCH INDUSTRIES INC (100%),C,0,0,0,"26,208","30,132","30,165","30,024","29,516","31,140","37,363","40,467","45,239","44,224","1,015",0,Minerals,
Georgia-Pacific Gypsum LLC - McQueeney,1002392,3401 FM 78,29.59321,-98.03169,McQUEENEY,GUADALUPE COUNTY,TX,78123,KOCH INDUSTRIES INC (100%),C,"25,164","32,769","26,017","32,994","33,512","32,780","28,350","34,463","37,144","42,668","45,963","48,526","31,662","16,864","6,498",Minerals,
Georgia-Pacific Wood Products LLC,1013836,400 Ironaton Cutoff Road,33.445159,-86.05741,Talladega,TALLADEGA COUNTY,AL,35160,KOCH INDUSTRIES INC (100%),C,0,0,0,0,0,0,0,0,0,"32,529","37,230","36,592","31,645","4,947",0,Other,
Georgia-Pacific Wood Products LLC Albany Lumber,1014209,3150 Sylvester Road,31.57221,-84.064604,Albany,DOUGHERTY COUNTY,GA,31705,KOCH INDUSTRIES INC (100%),C,0,0,0,0,0,0,0,0,0,0,"38,916","39,654","31,245","8,408",0,Other,
"Georgia-Pacific Wood Products, LLC - Monticello MDF Plant",1012128,791 Georgia-Pacific Road,33.275,-83.70527,Monticello,JASPER COUNTY,GA,31064,KOCH INDUSTRIES INC (100%),,0,0,0,0,"25,396","27,496","26,935","19,416",0,0,0,0,0,0,0,Other,
"Georgia-Pacific Wood Products, LLC Fordyce OSB",1010844,#1 Georgia-Pacific Drive,33.75415,-92.37515,Fordyce,CALHOUN COUNTY,AR,71742,KOCH INDUSTRIES INC (100%),C,"25,379","25,480","28,225","27,963","26,588","28,194","25,594","26,195","28,701","34,243","43,446","45,655","42,167","3,488","16,787","Other, Minerals",
